STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Source of water,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2001,,195.4,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2002,,206.6,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2003,,192.4,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2004,,179.4,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2005,,137.2,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2006,,114.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2007,,137,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2008,,149.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2009,,143.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2010,,142.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2011,,138.5,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2012,,136.2,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2013,,133.4,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2014,,142.52,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2015,,131.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2016,,153.2,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2017,,148.9,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2018,,147.6,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2019,,138.8,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ESP,Spain,A,Annual,SELF_MET,Basic metals,M3,Cubic metres,SELF,Self- and other water supply,2020,,133.7,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,EST,Estonia,A,Annual,SELF_CON,Construction,M3,Cubic metres,SELF,Self- and other water supply,2019,,0.09,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,EST,Estonia,A,Annual,SELF_CON,Construction,M3,Cubic metres,SELF,Self- and other water supply,2020,,0.01,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,EST,Estonia,A,Annual,SELF_CON,Construction,M3,Cubic metres,SELF,Self- and other water supply,2021,,0.01,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2005,,8092,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2006,,8974,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2007,,8984,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2008,,7408,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2009,,7654,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2010,,7473.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2011,,7893,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,NF_TOT,Total gross abstraction,M3,Cubic metres,NF,Non-freshwater,2012,,8504,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,PUB_IND,Industrial activities,M3,Cubic metres,PUBLIC,Public water supply,2011,,335,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GBR,United Kingdom,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2011,,19,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,1990,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,1995,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,1999,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2000,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2001,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2002,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2003,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2004,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2005,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2006,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2007,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2008,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2009,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2010,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2011,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2012,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,GEO,Georgia,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2013,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1970,,87,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1975,,109.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1992,,24.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1993,,24,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1994,,133.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1995,,164.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1996,,116.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1997,,112,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1998,,115.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,1999,,119.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2005,,102.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2006,,91.92,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2007,,81.14,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2008,,70.36,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2009,,59.58,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2010,,48.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2011,,49.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2012,,47.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2013,,45.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2014,,45.21,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2015,,47.44,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2016,,47.15,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2017,,50.76,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2018,,48.41,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2019,,50.16,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2020,,46.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,PUB_SER,Services,M3,Cubic metres,PUBLIC,Public water supply,2021,,48.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2009,,128,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2010,,123,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2011,,116,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2012,,122,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2013,,122,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2014,,117,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2015,,124,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2016,,122,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2017,,138,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2018,,136,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2019,,135,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2020,,134,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,HUN,Hungary,A,Annual,LEAK,Leakage,M3,Cubic metres,TOTAL,Total water,2021,,126.68,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ITA,Italy,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2012,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ITA,Italy,A,Annual,PUB_MINE,Mining and quarrying,M3,Cubic metres,PUBLIC,Public water supply,2015,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ITA,Italy,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2012,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ITA,Italy,A,Annual,PUB_TR,Transport vehicles and equipment,M3,Cubic metres,PUBLIC,Public water supply,2015,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2000,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2001,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2002,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2003,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2004,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2005,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2006,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2007,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2008,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2009,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2010,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2011,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2012,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2013,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2014,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2015,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,LTU,Lithuania,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2016,,0,,A,Normal value,6,Millions,1,One
